persona;producto;cantidad;esDevolucion
Grace;Chaqueta;17;Falso
Eve;Calcetines;46;Falso
Alice;Bufanda;25;Cierto
Frank;Calcetines;48;Falso
Irene;Camiseta;40;Falso
Hector;Pantalones;11;Falso
Frank;Zapatos;37;Falso
Grace;Gorra;27;Falso
Frank;Sombrero;26;Falso
Grace;Pantalones;49;Cierto
Eve;Calcetines;43;Falso
Jack;Chaqueta;12;Falso
Frank;Camiseta;50;Falso
Alice;Sombrero;14;Falso
Frank;Chaqueta;28;Cierto
Charlie;Sombrero;28;Falso
Grace;Bufanda;17;Falso
Jack;Camiseta;16;Falso
Alice;Bufanda;37;Falso
Eve;Camiseta;30;Cierto
Hector;Camiseta;18;Falso
Charlie;Chaqueta;37;Falso
Jack;Bufanda;12;Cierto
Alice;Gorra;8;Falso
Eve;Chaqueta;7;Falso
Jack;Zapatos;20;Cierto
Bob;Camiseta;5;Falso
Irene;Sombrero;34;Falso
Frank;Calcetines;6;Falso
Frank;Bufanda;33;Falso
Hector;Bufanda;46;Falso
Bob;Bufanda;32;Falso
Alice;Zapatos;27;Falso
Alice;Sombrero;16;Falso
Grace;Pantalones;34;Falso
Diana;Pantalones;35;Falso
Frank;Camiseta;18;Falso
Irene;Gorra;28;Falso
Diana;Chaqueta;9;Falso
Frank;Zapatos;44;Falso
Bob;Bufanda;28;Falso
Bob;Gorra;45;Falso
Eve;Chaqueta;36;Falso
Bob;Gorra;36;Falso
Grace;Gorra;35;Falso
Jack;Camiseta;45;Falso
Grace;Sombrero;5;Falso
Irene;Camiseta;21;Falso
Hector;Chaqueta;26;Cierto
Irene;Gorra;37;Falso
Irene;Pantalones;27;Falso
Alice;Bufanda;26;Falso
Bob;Sombrero;12;Falso
Bob;Sombrero;5;Falso
Charlie;Calcetines;33;Cierto
Grace;Calcetines;8;Cierto
Bob;Bufanda;33;Cierto
Alice;Camiseta;37;Falso
Diana;Bufanda;19;Falso
Hector;Sombrero;24;Cierto
Grace;Calcetines;31;Falso
Irene;Camiseta;35;Falso
Hector;Camiseta;7;Falso
Irene;Pantalones;43;Falso
Hector;Camiseta;20;Falso
Hector;Chaqueta;16;Falso
Alice;Gorra;23;Falso
Hector;Bufanda;42;Falso
Diana;Pantalones;44;Cierto
Jack;Zapatos;19;Falso
Frank;Zapatos;33;Falso
Diana;Pantalones;27;Falso
Diana;Camiseta;46;Falso
Hector;Chaqueta;47;Falso
Grace;Gorra;5;Falso
Alice;Bufanda;44;Falso
Diana;Sombrero;13;Falso
Irene;Calcetines;32;Falso
Hector;Zapatos;25;Falso
Irene;Calcetines;12;Falso
Frank;Bufanda;43;Falso
Hector;Zapatos;44;Falso
Grace;Camiseta;10;Falso
Bob;Calcetines;11;Falso
Grace;Chaqueta;40;Falso
Eve;Calcetines;37;Falso
Charlie;Bufanda;39;Falso
Irene;Bufanda;22;Cierto
Diana;Bufanda;50;Falso
Diana;Sombrero;16;Falso
Grace;Chaqueta;10;Falso
Bob;Gorra;33;Falso
Frank;Pantalones;34;Falso
Grace;Sombrero;11;Falso
Diana;Sombrero;6;Falso
Irene;Zapatos;25;Falso
Grace;Chaqueta;24;Falso
Jack;Camiseta;12;Falso
Hector;Sombrero;32;Falso
Alice;Camiseta;5;Falso
Eve;Bufanda;6;Falso
Jack;Pantalones;36;Falso
Grace;Chaqueta;19;Falso
Jack;Bufanda;50;Falso
Frank;Calcetines;34;Falso
Eve;Calcetines;13;Falso
Frank;Chaqueta;31;Falso
Bob;Bufanda;13;Falso
Irene;Bufanda;5;Falso
Jack;Calcetines;9;Falso
Frank;Chaqueta;14;Falso
Alice;Calcetines;33;Falso
Irene;Camiseta;35;Falso
Diana;Pantalones;9;Falso
Alice;Calcetines;16;Cierto
Charlie;Calcetines;5;Falso
Eve;Camiseta;50;Falso
Grace;Sombrero;29;Falso
Bob;Bufanda;15;Falso
Bob;Chaqueta;34;Falso
Frank;Calcetines;5;Falso
Irene;Camiseta;50;Falso
Hector;Zapatos;26;Falso
Charlie;Bufanda;31;Falso
Jack;Calcetines;48;Falso
Bob;Gorra;44;Cierto
Eve;Chaqueta;7;Falso
Grace;Zapatos;24;Falso
Alice;Gorra;39;Falso
Irene;Zapatos;24;Falso
Jack;Chaqueta;10;Falso
Eve;Pantalones;27;Falso
Irene;Gorra;23;Falso
Charlie;Camiseta;14;Falso
Bob;Camiseta;25;Cierto
Eve;Pantalones;5;Falso
Bob;Sombrero;30;Falso
Bob;Calcetines;42;Falso
Alice;Zapatos;25;Falso
Eve;Camiseta;40;Falso
Diana;Calcetines;5;Falso
Eve;Calcetines;8;Falso
Irene;Zapatos;13;Falso
Eve;Zapatos;27;Falso
Eve;Sombrero;33;Falso
Irene;Gorra;25;Falso
Grace;Bufanda;49;Falso
Grace;Bufanda;31;Falso
Jack;Chaqueta;31;Falso
Grace;Pantalones;23;Falso
Frank;Chaqueta;9;Falso
Charlie;Gorra;43;Falso
Hector;Camiseta;28;Falso
Grace;Calcetines;31;Falso
Irene;Zapatos;38;Falso
Frank;Gorra;30;Falso
Diana;Gorra;8;Cierto
Diana;Chaqueta;28;Falso
Charlie;Sombrero;23;Cierto
Charlie;Bufanda;24;Falso
Bob;Sombrero;7;Falso
Frank;Calcetines;17;Falso
Eve;Sombrero;33;Falso
Jack;Camiseta;37;Falso
Charlie;Chaqueta;6;Falso
Bob;Calcetines;30;Falso
Alice;Gorra;18;Cierto
Hector;Chaqueta;43;Falso
Alice;Zapatos;29;Cierto
Alice;Pantalones;6;Falso
Jack;Zapatos;37;Falso
Jack;Camiseta;30;Falso
Jack;Gorra;18;Falso
Eve;Chaqueta;20;Cierto
Jack;Zapatos;13;Falso
Frank;Chaqueta;46;Falso
Jack;Chaqueta;8;Falso
Diana;Bufanda;36;Falso
Hector;Chaqueta;7;Cierto
Bob;Chaqueta;32;Cierto
Hector;Bufanda;17;Falso
Grace;Pantalones;32;Falso
Frank;Zapatos;42;Cierto
Hector;Camiseta;49;Cierto
Irene;Gorra;14;Falso
Grace;Camiseta;43;Cierto
Charlie;Bufanda;45;Falso
Eve;Gorra;20;Falso
Hector;Calcetines;28;Falso
Grace;Sombrero;48;Falso
Grace;Bufanda;41;Falso
Frank;Camiseta;15;Falso
Irene;Chaqueta;22;Falso
Hector;Gorra;20;Falso
Grace;Bufanda;48;Falso
Jack;Pantalones;17;Falso
Hector;Bufanda;35;Falso
Grace;Pantalones;25;Falso
Irene;Pantalones;23;Cierto
Jack;Camiseta;46;Falso
Alice;Zapatos;46;Falso
Frank;Chaqueta;24;Cierto
Bob;Zapatos;34;Falso
Eve;Pantalones;22;Falso
Irene;Pantalones;24;Falso
Irene;Zapatos;25;Falso
Bob;Zapatos;14;Falso
Jack;Zapatos;18;Falso
Jack;Sombrero;15;Falso
Jack;Gorra;6;Falso
Irene;Sombrero;29;Falso
Charlie;Chaqueta;20;Falso
Jack;Gorra;29;Falso
Diana;Bufanda;28;Falso
Irene;Chaqueta;49;Falso
Diana;Gorra;8;Falso
Irene;Calcetines;24;Falso
Eve;Calcetines;37;Falso
Eve;Sombrero;45;Falso
Hector;Bufanda;30;Falso
Eve;Zapatos;24;Falso
Irene;Calcetines;13;Falso
Alice;Camiseta;47;Falso
Frank;Zapatos;17;Falso
Hector;Calcetines;21;Cierto
Frank;Calcetines;33;Falso
Charlie;Zapatos;15;Falso
Grace;Camiseta;43;Falso
Jack;Gorra;7;Falso
Hector;Zapatos;23;Falso
Hector;Calcetines;35;Falso
Bob;Camiseta;16;Falso
Jack;Sombrero;24;Falso
Grace;Pantalones;39;Falso
Grace;Bufanda;12;Falso
Diana;Chaqueta;32;Falso
Alice;Chaqueta;24;Falso
Hector;Pantalones;13;Falso
Charlie;Zapatos;44;Cierto
Alice;Chaqueta;17;Falso
Bob;Camiseta;16;Falso
Frank;Calcetines;12;Falso
Irene;Pantalones;14;Falso
Diana;Pantalones;19;Falso
Eve;Pantalones;31;Falso
Grace;Camiseta;17;Falso
Alice;Zapatos;43;Falso
Bob;Calcetines;39;Falso
Bob;Zapatos;11;Falso
Irene;Sombrero;13;Falso
Jack;Sombrero;11;Falso
Grace;Camiseta;16;Falso
Bob;Pantalones;48;Cierto
Grace;Calcetines;15;Falso
Hector;Gorra;18;Cierto
Grace;Bufanda;50;Falso
Grace;Bufanda;26;Falso
Irene;Gorra;35;Falso
Jack;Bufanda;48;Cierto
Diana;Camiseta;33;Falso
Alice;Chaqueta;50;Falso
Charlie;Chaqueta;30;Falso
Grace;Zapatos;14;Falso
Eve;Zapatos;9;Falso
Irene;Sombrero;21;Falso
Irene;Gorra;13;Falso
Hector;Calcetines;34;Falso
Grace;Chaqueta;50;Falso
Bob;Bufanda;45;Cierto
Diana;Camiseta;9;Falso
Charlie;Sombrero;36;Falso
Jack;Gorra;30;Falso
Irene;Bufanda;19;Falso
Hector;Gorra;44;Cierto
Diana;Sombrero;39;Falso
Alice;Chaqueta;5;Falso
Charlie;Zapatos;47;Falso
Diana;Bufanda;45;Cierto
Irene;Sombrero;27;Cierto
Charlie;Gorra;5;Falso
Eve;Sombrero;7;Falso
Eve;Bufanda;19;Cierto
Jack;Bufanda;39;Falso
Hector;Pantalones;16;Cierto
Frank;Pantalones;6;Falso
Bob;Gorra;28;Falso
Bob;Calcetines;10;Falso
Bob;Gorra;25;Falso
Frank;Zapatos;13;Falso
Frank;Calcetines;36;Falso
Alice;Bufanda;6;Cierto
Frank;Calcetines;38;Falso
Frank;Camiseta;28;Falso
Grace;Chaqueta;37;Falso
Charlie;Camiseta;16;Falso
Alice;Calcetines;26;Cierto
Jack;Bufanda;5;Falso
Diana;Sombrero;24;Falso
Diana;Bufanda;24;Falso
Jack;Sombrero;43;Falso
Eve;Chaqueta;28;Cierto
Hector;Calcetines;15;Falso
Bob;Gorra;42;Cierto
Grace;Chaqueta;36;Falso
Charlie;Pantalones;20;Cierto
Hector;Calcetines;26;Falso
Alice;Gorra;32;Falso
Frank;Calcetines;31;Falso
Diana;Calcetines;23;Falso
Frank;Calcetines;34;Falso
Charlie;Zapatos;13;Falso
Grace;Pantalones;38;Falso
Grace;Calcetines;7;Falso
Alice;Sombrero;42;Falso
Grace;Calcetines;50;Falso
Charlie;Sombrero;23;Falso
Bob;Camiseta;20;Falso
Frank;Gorra;30;Falso
Hector;Chaqueta;19;Falso
Diana;Chaqueta;29;Cierto
Charlie;Sombrero;30;Falso
Frank;Camiseta;11;Falso
Jack;Bufanda;23;Falso
Irene;Calcetines;24;Falso
Bob;Camiseta;36;Falso
Bob;Sombrero;10;Falso
Frank;Sombrero;46;Cierto
Charlie;Bufanda;12;Falso
Eve;Chaqueta;20;Falso
Frank;Zapatos;38;Falso
Alice;Gorra;37;Falso
Diana;Bufanda;39;Falso
Alice;Chaqueta;14;Falso
Charlie;Bufanda;43;Falso
Bob;Bufanda;12;Falso
Hector;Camiseta;5;Falso
Eve;Chaqueta;12;Cierto
Irene;Camiseta;10;Falso
Hector;Pantalones;40;Falso
Irene;Sombrero;29;Falso
Jack;Camiseta;8;Falso
Hector;Chaqueta;45;Falso
Grace;Camiseta;14;Falso
Alice;Pantalones;40;Cierto
Bob;Pantalones;5;Falso
Grace;Camiseta;42;Falso
Bob;Camiseta;39;Falso
Hector;Bufanda;36;Cierto
Bob;Sombrero;33;Falso
Hector;Bufanda;25;Falso
Hector;Bufanda;15;Falso
Hector;Zapatos;27;Falso
Jack;Gorra;27;Falso
Alice;Calcetines;14;Falso
Eve;Zapatos;46;Falso
Frank;Chaqueta;36;Falso
Jack;Chaqueta;25;Falso
Jack;Pantalones;42;Cierto
Irene;Zapatos;29;Falso
Hector;Pantalones;5;Falso
Alice;Calcetines;17;Falso
Irene;Bufanda;27;Falso
Alice;Chaqueta;28;Falso
Jack;Bufanda;46;Falso
Irene;Zapatos;48;Falso
Eve;Gorra;16;Falso
Diana;Sombrero;17;Falso
Hector;Sombrero;42;Falso
Alice;Gorra;38;Falso
Diana;Bufanda;28;Falso
Frank;Calcetines;39;Falso
Irene;Calcetines;18;Falso
Charlie;Zapatos;5;Falso
Grace;Sombrero;50;Falso
Eve;Camiseta;37;Falso
Grace;Camiseta;24;Falso
Grace;Pantalones;35;Cierto
Frank;Bufanda;50;Falso
Grace;Chaqueta;16;Falso
Eve;Chaqueta;50;Falso
Grace;Pantalones;19;Falso
Bob;Sombrero;16;Falso
Alice;Sombrero;32;Falso
Hector;Bufanda;42;Falso
Hector;Bufanda;16;Cierto
Bob;Chaqueta;10;Falso
Alice;Zapatos;29;Cierto
Grace;Calcetines;49;Falso
Hector;Bufanda;46;Falso
Grace;Pantalones;40;Falso
Bob;Zapatos;45;Falso
Alice;Camiseta;33;Falso
Frank;Sombrero;25;Falso
Grace;Camiseta;50;Falso
Irene;Sombrero;21;Falso
Grace;Pantalones;47;Falso
Irene;Zapatos;10;Falso
Frank;Zapatos;46;Falso
Charlie;Sombrero;31;Falso
Charlie;Camiseta;8;Falso
Bob;Bufanda;30;Falso
Bob;Chaqueta;37;Falso
Charlie;Gorra;13;Cierto
Diana;Camiseta;46;Cierto
Alice;Camiseta;31;Falso
Frank;Chaqueta;18;Falso
Hector;Camiseta;18;Falso
Irene;Pantalones;43;Falso
Alice;Pantalones;45;Falso
Grace;Calcetines;17;Falso
Diana;Bufanda;12;Falso
Eve;Calcetines;14;Falso
Hector;Calcetines;36;Cierto
Eve;Bufanda;12;Falso
Grace;Bufanda;38;Falso
Hector;Sombrero;26;Falso
Jack;Bufanda;30;Falso
Charlie;Bufanda;22;Falso
Charlie;Bufanda;40;Cierto
Alice;Calcetines;42;Cierto
Eve;Calcetines;38;Falso
Charlie;Pantalones;25;Cierto
Charlie;Camiseta;49;Falso
Grace;Camiseta;5;Falso
Hector;Gorra;50;Falso
Diana;Camiseta;15;Falso
Grace;Calcetines;46;Falso
Eve;Pantalones;37;Falso
Eve;Gorra;36;Falso
Irene;Calcetines;8;Falso
Frank;Camiseta;7;Falso
Bob;Gorra;19;Falso
Charlie;Sombrero;18;Falso
Eve;Gorra;28;Falso
Bob;Sombrero;28;Falso
Charlie;Zapatos;26;Falso
Irene;Pantalones;31;Falso
Eve;Gorra;11;Falso
Charlie;Chaqueta;44;Falso
Charlie;Bufanda;27;Cierto
Jack;Zapatos;46;Falso
Hector;Sombrero;50;Falso
Charlie;Camiseta;34;Cierto
Grace;Gorra;27;Falso
Jack;Camiseta;30;Falso
Eve;Calcetines;36;Falso
Bob;Bufanda;47;Falso
Irene;Gorra;45;Falso
Frank;Sombrero;44;Falso
Grace;Bufanda;47;Falso
Eve;Gorra;11;Falso
Grace;Camiseta;43;Falso
Eve;Bufanda;34;Falso
Eve;Zapatos;7;Falso
Alice;Bufanda;50;Falso
Eve;Camiseta;17;Cierto
Eve;Gorra;22;Falso
Grace;Gorra;45;Falso
Bob;Zapatos;36;Falso
Irene;Bufanda;29;Falso
Hector;Bufanda;17;Falso
Irene;Camiseta;38;Falso
Diana;Bufanda;47;Falso
Diana;Calcetines;46;Falso
Eve;Calcetines;21;Falso
Irene;Calcetines;18;Falso
Hector;Camiseta;6;Cierto
Irene;Zapatos;34;Falso
Bob;Sombrero;37;Falso
Alice;Camiseta;39;Falso
Irene;Bufanda;35;Cierto
Alice;Pantalones;11;Falso
Hector;Chaqueta;24;Falso
Eve;Pantalones;7;Cierto
Jack;Zapatos;27;Falso
Bob;Camiseta;22;Cierto
Eve;Gorra;20;Falso
Frank;Bufanda;24;Falso
Alice;Calcetines;23;Falso
Hector;Gorra;43;Falso
Eve;Chaqueta;7;Falso
Hector;Bufanda;19;Falso
Charlie;Calcetines;29;Falso
Grace;Pantalones;25;Falso
Frank;Gorra;31;Cierto
Irene;Calcetines;33;Falso
Charlie;Camiseta;41;Cierto
Frank;Calcetines;35;Cierto
Jack;Zapatos;35;Falso
Jack;Gorra;15;Falso
Diana;Zapatos;45;Cierto
Charlie;Gorra;32;Falso
Alice;Sombrero;10;Cierto
Jack;Gorra;18;Falso
Charlie;Gorra;11;Falso
Charlie;Zapatos;41;Falso
Grace;Pantalones;35;Falso
Jack;Pantalones;45;Falso
Charlie;Bufanda;46;Falso
Jack;Pantalones;48;Falso
Charlie;Pantalones;25;Falso
Jack;Bufanda;18;Falso
Irene;Gorra;37;Falso
Diana;Calcetines;50;Cierto
Alice;Pantalones;30;Cierto
Diana;Bufanda;21;Cierto
Bob;Zapatos;18;Falso
Jack;Calcetines;50;Falso
Alice;Camiseta;49;Falso
Alice;Gorra;35;Falso
Charlie;Camiseta;11;Falso
Frank;Calcetines;44;Falso
Diana;Camiseta;36;Falso
Grace;Gorra;41;Falso
Frank;Chaqueta;16;Falso
Irene;Chaqueta;37;Falso
Alice;Zapatos;33;Falso
Irene;Chaqueta;12;Falso
Charlie;Chaqueta;24;Falso
Irene;Gorra;45;Falso
Bob;Gorra;29;Cierto
Bob;Camiseta;22;Falso
Bob;Calcetines;10;Falso
Irene;Camiseta;49;Falso
Diana;Calcetines;8;Falso
Bob;Chaqueta;42;Falso
Eve;Bufanda;25;Falso
Jack;Pantalones;27;Falso
Frank;Gorra;37;Falso
Hector;Chaqueta;32;Falso
Eve;Pantalones;16;Falso
Diana;Bufanda;31;Falso
Grace;Pantalones;34;Cierto
Diana;Camiseta;30;Falso
Alice;Pantalones;8;Cierto
Eve;Gorra;22;Falso
Eve;Pantalones;18;Falso
Irene;Calcetines;46;Falso
Frank;Chaqueta;44;Cierto
Charlie;Chaqueta;8;Falso
Diana;Bufanda;25;Falso
Charlie;Zapatos;47;Falso
Bob;Sombrero;26;Falso
Hector;Calcetines;39;Falso
Bob;Gorra;44;Falso
Grace;Gorra;41;Falso
Jack;Bufanda;10;Falso
Frank;Zapatos;39;Falso
Alice;Bufanda;11;Falso
Eve;Gorra;12;Falso
Jack;Pantalones;23;Falso
Jack;Zapatos;32;Falso
Jack;Pantalones;47;Falso
Hector;Sombrero;5;Cierto
Eve;Sombrero;18;Falso
Alice;Chaqueta;20;Falso
Hector;Calcetines;5;Falso
Grace;Bufanda;40;Falso
Jack;Bufanda;39;Falso
Eve;Calcetines;50;Falso
Grace;Gorra;11;Falso
Eve;Gorra;15;Falso
Irene;Camiseta;21;Falso
Hector;Camiseta;9;Falso
Jack;Sombrero;36;Falso
Irene;Pantalones;27;Cierto
Alice;Zapatos;44;Falso
Alice;Chaqueta;27;Falso
Bob;Gorra;42;Falso
Eve;Sombrero;37;Cierto
Hector;Camiseta;34;Falso
Grace;Zapatos;36;Falso
Jack;Camiseta;6;Falso
Jack;Camiseta;10;Falso
Bob;Gorra;22;Falso
Bob;Zapatos;16;Falso
Charlie;Chaqueta;34;Falso
Eve;Camiseta;24;Falso
Diana;Calcetines;48;Falso
Eve;Camiseta;28;Falso
Charlie;Pantalones;22;Falso
Hector;Gorra;30;Falso
Hector;Sombrero;14;Falso
Grace;Bufanda;25;Falso
Diana;Sombrero;20;Falso
Jack;Calcetines;34;Falso
Bob;Sombrero;10;Falso
Frank;Camiseta;11;Falso
Frank;Zapatos;49;Falso
Hector;Zapatos;8;Falso
Grace;Zapatos;15;Falso
Hector;Zapatos;37;Falso
Bob;Zapatos;22;Cierto
Irene;Chaqueta;9;Cierto
Irene;Camiseta;31;Falso
Charlie;Zapatos;14;Falso
Alice;Camiseta;31;Falso
Diana;Calcetines;16;Falso
Grace;Pantalones;23;Cierto
Alice;Sombrero;26;Falso
Charlie;Chaqueta;37;Falso
Alice;Calcetines;37;Falso
Charlie;Camiseta;49;Falso
Hector;Gorra;9;Falso
Grace;Calcetines;27;Falso
Irene;Camiseta;42;Falso
Alice;Bufanda;35;Falso
Frank;Sombrero;9;Falso
Alice;Pantalones;31;Falso
Bob;Gorra;14;Falso
Hector;Sombrero;30;Falso
Jack;Sombrero;40;Cierto
Eve;Chaqueta;43;Falso
Diana;Zapatos;41;Cierto
Diana;Sombrero;29;Falso
Alice;Zapatos;14;Falso
Hector;Sombrero;43;Cierto
Alice;Camiseta;24;Falso
Alice;Camiseta;15;Falso
Grace;Zapatos;45;Falso
Bob;Pantalones;38;Falso
Eve;Chaqueta;46;Falso
Irene;Calcetines;39;Falso
Alice;Bufanda;41;Falso
Frank;Camiseta;23;Cierto
Irene;Gorra;9;Falso
Charlie;Calcetines;44;Falso
Grace;Chaqueta;18;Falso
Eve;Bufanda;17;Falso
Bob;Chaqueta;35;Falso
Hector;Sombrero;41;Falso
Diana;Pantalones;20;Falso
Grace;Chaqueta;13;Falso
Grace;Calcetines;26;Falso
Grace;Gorra;17;Falso
Bob;Chaqueta;38;Cierto
Diana;Pantalones;25;Cierto
Jack;Pantalones;28;Falso
Frank;Bufanda;25;Falso
Bob;Calcetines;29;Falso
Frank;Bufanda;41;Falso
Grace;Calcetines;24;Falso
Diana;Sombrero;19;Falso
Frank;Calcetines;18;Falso
Grace;Pantalones;47;Falso
Jack;Gorra;33;Cierto
Irene;Pantalones;35;Falso
Irene;Zapatos;20;Falso
Grace;Sombrero;36;Falso
Hector;Chaqueta;13;Falso
Frank;Zapatos;50;Falso
Frank;Bufanda;32;Falso
Bob;Camiseta;13;Falso
Eve;Gorra;30;Falso
Eve;Chaqueta;27;Falso
Hector;Gorra;8;Falso
Alice;Chaqueta;30;Falso
Irene;Calcetines;17;Falso
Diana;Chaqueta;39;Cierto
Bob;Gorra;18;Falso
Grace;Zapatos;40;Falso
Frank;Zapatos;5;Falso
Jack;Bufanda;38;Falso
Eve;Zapatos;31;Falso
Bob;Gorra;38;Falso
Jack;Sombrero;25;Falso
Diana;Gorra;14;Falso
Diana;Chaqueta;30;Falso
Bob;Zapatos;5;Falso
Alice;Pantalones;22;Falso
Alice;Camiseta;8;Cierto
Frank;Calcetines;9;Falso
Alice;Bufanda;22;Falso
Alice;Calcetines;30;Falso
Alice;Gorra;6;Falso
Charlie;Bufanda;37;Falso
Diana;Zapatos;18;Falso
Grace;Pantalones;42;Falso
Eve;Gorra;10;Falso
Charlie;Sombrero;13;Falso
Grace;Zapatos;46;Falso
Bob;Sombrero;7;Falso
Diana;Chaqueta;45;Falso
Grace;Calcetines;15;Falso
Hector;Zapatos;13;Falso
Eve;Bufanda;21;Falso
Alice;Pantalones;37;Falso
Irene;Sombrero;35;Falso
Charlie;Calcetines;25;Falso
Diana;Zapatos;29;Falso
Alice;Pantalones;44;Falso
Irene;Camiseta;34;Falso
Jack;Pantalones;26;Falso
Jack;Gorra;25;Falso
Charlie;Zapatos;34;Cierto
Bob;Chaqueta;33;Falso
Irene;Pantalones;6;Falso
Charlie;Camiseta;44;Falso
Jack;Camiseta;17;Cierto
Jack;Calcetines;41;Falso
Frank;Zapatos;6;Falso
Diana;Sombrero;33;Cierto
Charlie;Pantalones;6;Falso
Diana;Pantalones;43;Falso
Bob;Camiseta;23;Falso
Charlie;Zapatos;22;Cierto
Irene;Sombrero;26;Falso
Eve;Gorra;17;Falso
Diana;Bufanda;47;Falso
Bob;Calcetines;19;Falso
Irene;Sombrero;19;Cierto
Diana;Bufanda;13;Falso
Grace;Bufanda;12;Falso
Hector;Gorra;48;Falso
Alice;Gorra;12;Falso
Hector;Bufanda;43;Falso
Irene;Camiseta;42;Falso
Irene;Gorra;35;Falso
Grace;Calcetines;8;Falso
Irene;Zapatos;9;Falso
Charlie;Bufanda;44;Falso
Eve;Calcetines;33;Falso
Irene;Camiseta;24;Falso
Bob;Chaqueta;17;Falso
Alice;Chaqueta;50;Falso
Charlie;Pantalones;36;Falso
Irene;Zapatos;39;Falso
Bob;Calcetines;13;Falso
Charlie;Zapatos;39;Falso
Grace;Sombrero;8;Falso
Frank;Pantalones;14;Falso
Hector;Camiseta;49;Falso
Grace;Camiseta;5;Falso
Bob;Pantalones;14;Falso
Frank;Bufanda;37;Falso
Hector;Gorra;16;Falso
Charlie;Calcetines;26;Falso
Charlie;Camiseta;44;Falso
Hector;Sombrero;38;Falso
Bob;Chaqueta;43;Falso
Eve;Camiseta;49;Falso
Hector;Gorra;18;Cierto
Eve;Camiseta;43;Falso
Charlie;Bufanda;26;Falso
Irene;Calcetines;34;Falso
Eve;Chaqueta;36;Falso
Frank;Sombrero;44;Cierto
Diana;Sombrero;48;Cierto
Grace;Pantalones;49;Falso
Hector;Calcetines;11;Falso
Frank;Sombrero;17;Falso
Jack;Bufanda;41;Falso
Grace;Bufanda;39;Falso
Bob;Sombrero;39;Falso
Bob;Pantalones;50;Falso
Eve;Zapatos;11;Falso
Jack;Zapatos;31;Falso
Charlie;Sombrero;39;Falso
Frank;Bufanda;39;Falso
Diana;Calcetines;23;Falso
Bob;Bufanda;32;Falso
Jack;Zapatos;50;Falso
Grace;Gorra;31;Falso
Charlie;Bufanda;12;Falso
Hector;Sombrero;20;Falso
Frank;Sombrero;28;Falso
Hector;Sombrero;32;Falso
Irene;Camiseta;38;Falso
Charlie;Bufanda;40;Falso
Irene;Sombrero;41;Falso
Frank;Calcetines;49;Falso
Jack;Sombrero;14;Falso
Jack;Bufanda;24;Falso
Charlie;Calcetines;19;Falso
Frank;Zapatos;26;Falso
Grace;Pantalones;40;Falso
Eve;Calcetines;16;Falso
Irene;Zapatos;11;Falso
Frank;Chaqueta;32;Falso
Charlie;Sombrero;46;Falso
Hector;Bufanda;32;Falso
Jack;Gorra;13;Cierto
Hector;Camiseta;37;Falso
Frank;Camiseta;22;Falso
Hector;Sombrero;14;Cierto
Bob;Camiseta;33;Falso
Eve;Gorra;9;Cierto
Frank;Gorra;17;Cierto
Alice;Zapatos;28;Falso
Hector;Camiseta;11;Falso
Eve;Bufanda;10;Cierto
Jack;Camiseta;17;Falso
Frank;Gorra;30;Falso
Bob;Bufanda;14;Falso
Irene;Zapatos;40;Falso
Alice;Camiseta;36;Falso
Frank;Chaqueta;24;Falso
Grace;Pantalones;50;Falso
Jack;Zapatos;29;Falso
Bob;Pantalones;36;Falso
Irene;Chaqueta;42;Cierto
Hector;Gorra;5;Falso
Irene;Bufanda;6;Cierto
Alice;Bufanda;32;Falso
Alice;Chaqueta;23;Falso
Diana;Pantalones;36;Falso
Jack;Camiseta;16;Falso
Eve;Gorra;37;Falso
Diana;Sombrero;12;Falso
Irene;Zapatos;9;Falso
Irene;Camiseta;26;Falso
Jack;Camiseta;33;Falso
Hector;Sombrero;30;Falso
Diana;Bufanda;5;Cierto
Frank;Gorra;43;Falso
Frank;Sombrero;45;Falso
Grace;Gorra;50;Falso
Jack;Chaqueta;38;Falso
Hector;Chaqueta;5;Cierto
Hector;Chaqueta;29;Falso
Hector;Bufanda;20;Falso
Diana;Calcetines;12;Falso
Bob;Gorra;41;Falso
Frank;Pantalones;50;Falso
Bob;Sombrero;7;Falso
Jack;Gorra;43;Falso
Charlie;Zapatos;40;Falso
Jack;Chaqueta;14;Falso
Alice;Zapatos;21;Falso
Jack;Chaqueta;30;Falso
Jack;Gorra;31;Cierto
Grace;Zapatos;7;Falso
Alice;Gorra;24;Falso
Hector;Pantalones;43;Falso
Grace;Pantalones;31;Falso
Charlie;Sombrero;7;Falso
Bob;Gorra;50;Falso
Jack;Calcetines;17;Falso
Bob;Sombrero;16;Falso
Charlie;Chaqueta;5;Falso
Frank;Zapatos;7;Falso
Hector;Calcetines;37;Falso
Irene;Calcetines;33;Falso
Diana;Calcetines;14;Falso
Frank;Camiseta;25;Falso
Bob;Calcetines;11;Falso
Jack;Gorra;48;Falso
Frank;Bufanda;42;Falso
Eve;Zapatos;48;Falso
Grace;Chaqueta;17;Falso
Alice;Pantalones;17;Falso
Eve;Sombrero;26;Falso
Jack;Camiseta;46;Falso
Frank;Calcetines;21;Falso
Frank;Sombrero;18;Cierto
Diana;Pantalones;24;Falso
Eve;Calcetines;36;Falso
Jack;Sombrero;10;Cierto
Bob;Calcetines;47;Falso
Alice;Calcetines;26;Falso
Alice;Pantalones;38;Falso
Alice;Calcetines;23;Cierto
